0	-0.03410439	0.99999	-0.9998632	0.999784
7047	-0.031593442	0.99999183	-0.99990445	0.9998131
7048	-0.012786474	0.9999166	-0.9993772	0.9991312
7049	-0.5805867	0.9993144	-0.99846834	0.9575267
7050	-0.071427554	0.9988561	-0.9951269	0.9933633
7051	-0.031974003	0.9998929	-0.9992564	0.9988896
7052	0.59862703	0.99683404	-0.9802132	0.99924695
7054	-0.03130311	0.99999195	-0.99990547	0.99981517
7055	-0.041569326	0.9999897	-0.99989754	0.99976844
7056	-0.03417871	0.999922	-0.99934024	0.99910295
7057	-0.07553053	0.9988946	-0.99604166	0.99334276
7058	0.5886232	0.9958407	-0.9781821	0.9990184
7059	0.049541097	0.7077011	-0.66845345	0.80371875
7060	-0.052457612	0.99911785	-0.9966107	0.99477744
7061	0.5960355	0.9967391	-0.9798347	0.9992196
7063	-0.07364234	0.9905367	-0.9776243	0.9711062
7070	-0.07173564	0.9906219	-0.97576475	0.9716912
7081	-0.04219755	0.9999899	-0.9998992	0.99977124
7092	-0.03130716	0.9999919	-0.99990493	0.9998143
7103	-0.04046334	0.99991715	-0.9994448	0.99902564
7111	-0.071434505	0.9988182	-0.9950036	0.99321204
7113	-0.07110288	0.99887526	-0.99518776	0.9934481
7114	-0.06913106	0.99899274	-0.9961054	0.9939599
7125	-0.03038	0.99999195	-0.9999052	0.9998155
7136	0.59421575	0.99594384	-0.9708707	0.9990858
1	0.5023168	0.98951554	-0.94819635	0.99709016
2	-0.58156604	0.9991406	-0.99776214	0.9504188
7053	-0.034341525	0.9999212	-0.9993355	0.99909645
7062	0.055744536	0.7542302	-0.7147537	0.8317542
7064	-0.03043893	0.999992	-0.9999059	0.9998166
7065	0.34847367	0.9633596	-0.9057402	0.9857389
7066	0.2253743	0.8990955	-0.81314296	0.9519402
7068	-0.36912987	0.98977816	-0.9809145	0.9047054
7071	-0.36579043	0.9908873	-0.98456466	0.91272867
7073	-0.56707	0.998958	-0.9973546	0.94782555
7074	0.47864723	0.988288	-0.9517061	0.9964555
7077	0.04954592	0.7077403	-0.66849256	0.80374223
7078	-0.032064315	0.9999304	-0.9994681	0.999176
7079	0.053273715	0.72819567	-0.67604536	0.8172588
7080	-0.03363682	0.99998987	-0.99986136	0.99978185
7084	-0.042104583	0.99998957	-0.9998964	0.99976563
7085	-0.040771555	0.9999146	-0.9994317	0.99900407
7086	0.042682692	0.6384085	-0.58719414	0.7636003
7087	0.042682692	0.6384085	-0.58719414	0.7636003
7088	0.055748202	0.7542561	-0.7147803	0.8317698
7093	0.5039754	0.99088037	-0.9588292	0.99737483
3	-0.033595383	0.99998987	-0.99986184	0.9997826
