0.34879872	1.0487895	-1.1362915	1.0609858	0.16695037	-0.11256355	0.93040764
-0.31144667	0.96288544	-0.96218276	0.9367308	0.032293856	-0.23606625	0.92842263
-0.49876723	1.0301023	-0.9862007	0.9259079	0.105900675	-0.009489119	1.0123689
-0.045833655	0.891142	-0.9361478	0.93733025	-0.06331214	-0.06638998	1.2025836
-0.09871144	0.7737035	-1.1279318	1.0400153	0.35877433	-0.1251154	0.9650807
-0.4561111	0.8584851	-0.7837471	0.9578232	0.022916824	0.009864032	1.1013963
-0.15659449	0.8803257	-1.0258607	0.9862564	0.09697223	-0.066685855	0.9115201
-0.18635163	0.99581146	-0.9146778	0.9972669	-0.07475999	-0.024860203	1.0289658
0.40299013	0.9080224	-1.07599	0.97306424	0.1471754	-0.04777193	0.92453694
-0.13561483	1.0298469	-1.0506954	0.9791135	-0.28009886	-0.10438585	0.987859
-0.049634315	0.9937501	-0.84211075	1.1029137	0.36958593	-0.10558468	1.07283
0.3439289	0.9962176	-1.1084983	0.86567855	0.077382475	0.05555165	0.9698379
0.20258562	1.0419014	-0.8840393	0.9836668	0.0847927	-0.08979112	1.0751656
0.37923455	0.82927525	-1.0754108	0.9716886	0.022041053	-0.050849676	1.0681047
0.920894	1.0115323	-0.78040826	1.0238092	-0.06634346	0.05853635	1.0604359
-0.27509108	1.0835555	-0.93209136	0.9971514	-0.08048409	-0.04936105	0.9476595
-0.1041749	1.0437554	-1.2299491	1.0676118	0.01768431	-0.25282767	0.9235089
-0.6263265	1.0243543	-0.9259238	0.9433286	-0.15541902	0.11068529	0.86187005
0.29214346	0.85775506	-0.851013	0.91307414	-0.029019922	-0.0654012	0.9532785
-0.75136316	0.93878603	-1.0658709	1.1034397	0.041089475	0.27956903	1.076712
0.11661502	1.072925	-1.1358907	0.96655065	0.1063039	0.018929422	0.97358716
-0.10613357	0.9940467	-0.8580072	0.94105095	-0.13262919	-0.022613406	0.8029432
0.07654787	1.0985036	-0.8997648	0.8779967	0.008359253	-0.012617469	1.0547096
-0.49079815	0.9592396	-0.86567944	0.97169894	-0.023422033	0.149656	1.1720427
-0.094693094	0.84752285	-1.1953253	0.9245595	-0.0035770833	-0.11075097	0.99050885
0.02510378	1.0545108	-1.0498446	0.9983515	-0.1539528	0.21690953	0.8745282
0.26342186	0.9772222	-0.94973993	0.8982281	0.039330512	-0.23968086	0.88229066
-0.047861792	0.8644817	-0.9254311	1.0249867	-0.24612336	0.065208256	1.0625484
-0.55164784	1.051359	-0.91855097	0.96464247	0.024323434	0.011679709	0.95216686
-0.42593107	0.92694974	-0.8647779	0.9734444	0.075522244	0.10818797	1.0392714
-0.25671875	1.0845184	-0.9289355	1.0217241	0.5298046	0.006569445	1.0447538
0.10897309	0.76858205	-0.9204666	1.0915958	0.12461078	-0.05013305	1.1187446
0.31642926	0.87303466	-0.9077922	0.89581674	0.1389677	0.08727193	1.1784551
